publishedAt,authorDisplayName,textDisplay,likeCount,type
2025-08-23T12:48:38Z,@zakky23,LIST YANG MENINGGAL HABIS NONTON:,0,comment
2025-08-23T12:40:47Z,@setyawira,0.40 momen paling sering kebayang,0,comment
2025-08-23T12:37:48Z,@rillgaming067,Jelek bet,0,comment
2025-08-23T12:20:09Z,@dewimatutie9496,"Benderanya knp gk beli aja yak , terus sampe hutan nyarinya",0,comment
2025-08-23T12:18:51Z,@defaneron,apaan ini sejauh ini ini yang paling jauh sihh,0,comment
2025-08-23T12:05:12Z,@HasbullahImam-o1n,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=40"">0:40</a> anjir gudang kartel bjirr, ada AR 15 sama AK 47😂😂💀",0,comment
2025-08-23T12:03:43Z,@Susilowati-kq7ss,Woi orang Pakistan kasih perbaiki merah putih one of all,0,comment
2025-08-23T12:03:14Z,@drnkazian3551,Maaf neng. Gua nnton trailer gratis aja ku rasa rugi,0,comment
2025-08-23T11:58:47Z,@menpmolol,ini grafik macam apa brooooooo,0,comment
2025-08-23T11:57:33Z,@ShaikhImran-zk1ke,Bendera hilang pergi cari kat hutan,0,comment
2025-08-23T11:50:56Z,@Renosaputra-ih7dm,kenapa suara burungya monyet woy 😂😂,0,comment
2025-08-23T11:50:54Z,@QueAizat,Raja burik sedunia,0,comment
2025-08-23T11:42:54Z,@Mochiro123,"Bagus banget flim nyaa, pasti bisa ngalahin demon slayer, ini animasi indo terbaik sepanjang masa🧢🧢",0,comment
2025-08-23T11:39:15Z,@kibil21,bikin sewan anak anak,0,comment
2025-08-23T11:35:16Z,@LieEaterUsogui,lah gua kira shitpost ini beneran cok,0,comment
2025-08-23T11:34:43Z,@RetnoEvi-k9g,Sp yg mau nonton film gk bermutu sma skali ini... Huelekkk puollll..,0,comment
2025-08-23T11:29:38Z,@Itachi-wg9mf,INI KUALITAS VIDEO KONNNNTTOOOOLLLLL,0,comment
2025-08-23T11:29:12Z,@gilang4201,burik bgt anj,0,comment
2025-08-23T11:26:19Z,@AhmadilzamFahrobi,Karakter nya aneh🥲,0,comment
2025-08-23T11:18:10Z,@Astro_raya_special,"Why did the parrot sounds like a monkey in <a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=87"">1:27</a> gng💔💔",2,comment
2025-08-23T11:18:07Z,@rodangm,indonesia bikin malu,0,comment
2025-08-23T11:17:11Z,@nabilamega-w2r,grafiknya jelek banget jirr,1,comment
2025-08-23T11:14:58Z,@Some_Perfectionistt2,Apaan ini,0,comment
2025-08-23T11:00:05Z,@frhnmrhman,Minimal berkualitas lah..,0,comment
2025-08-23T10:31:49Z,@YSI-25-is,Gudang sesat jirr😂 ada m4nya,1,comment
2025-08-23T10:31:28Z,@kenzzzzz-bk1jm,grafik nya kek game 100mb an kebawah,0,comment
2025-08-23T10:26:33Z,@saput,dislike 19rb AWOKAWOKAWOK,0,comment
2025-08-23T10:19:47Z,@SamraAmro,Oi ada senjata mepe one dan a&#39;aka pofr enet😅 memang agalaen gudang senjata atu gudang bendera si?😅😂😂😂😂,0,comment
2025-08-23T10:12:50Z,@jonathanmikefrenky2639,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=54"">0:54</a><br>Berhenti, jyangan lanjyut👄💋💅🏻💅🏻",0,comment
2025-08-23T10:08:47Z,@tiderek7617,0.53 berhenti jangan lanjyut😘🥰🤗,0,comment
2025-08-23T09:50:09Z,@Maxmeet68,"Pantes mas hanung marah2,baru liat gua film nya 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",0,comment
2025-08-23T09:47:19Z,@VincentQggatha,dibuat malu sma ini..,0,comment
2025-08-23T09:37:23Z,@HaqqiAnnazili-i7y,masokk,0,comment
2025-08-23T09:30:20Z,@beartoscablue-6ym-y8h,Berhenti jangan lanjut~,0,comment
2025-08-23T09:20:37Z,@Thereislotsofcatsatmyhouse,They look ugly bruh,0,comment
2025-08-23T09:09:04Z,@nillzania,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=41"">0:41</a> Beta buka gudang, benderanya hilang❗🔥🗣️💥🌾🔋",0,comment
2025-08-23T09:07:19Z,@pakmenAnimation-tp1qk,Jeleknyoo film Indonesia,0,comment
2025-08-23T09:01:05Z,@rangzaari4842,Cinepolis mau menayangkan kualitas film ini??,0,comment
2025-08-23T08:50:33Z,@andiepratama5161,Jelek bangettt,0,comment
2025-08-23T08:47:33Z,@Animasi_Rammzz2D,Dari ngeliat trailernya aja gw sakit mata,0,comment
2025-08-23T08:46:42Z,@bakekok77,"gj bet jir bisa ke skip² gitu <a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=60"">1:00</a>",0,comment
2025-08-23T08:44:08Z,@josapay3661,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=71"">1:11</a> keplesetnya real banget 🗿😭",0,comment
2025-08-23T08:38:04Z,@LionelciusLairdStefanus,Knp gak beli bendera di pasar saja,0,comment
2025-08-23T08:32:01Z,@muhammadraihan-m9j,sakit mata jir,0,comment
2025-08-23T08:31:22Z,@nisadeviramadani9714,aelah bagusan juga sponsbob🙄,0,comment
2025-08-23T08:28:04Z,@SukaRikuk,"Tau gitu dhot design aja yg ngerjain.. ketauan gambarnya mulus, alurnya gong bgt",0,comment
2025-08-23T08:14:07Z,@LotusAndGlitch,Itu burung kakatua atau burung kakak tua💀💀💀,0,comment
2025-08-23T08:09:40Z,@athaya0407,Mataku ternoda 😅,0,comment
2025-08-23T07:57:21Z,@tecksie22,Merah putih worst of all,0,comment
2025-08-23T07:41:15Z,@kiciJay,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=41"">0:41</a> &quot;beta buka gudang, anggaran nya hilang&quot;",6,comment
2025-08-23T07:38:42Z,@kateasmara1500,apalah udah habis uang miliaran grafik buriq,0,comment
2025-08-23T07:35:44Z,@xvrnj,pake nada😭,0,comment
2025-08-23T07:30:42Z,@squadlierfans_ter,Jangan di tayangi jelek!!,1,comment
2025-08-23T07:29:24Z,@ahmadmujayin1326,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=89"">1:29</a> suaranya kok suara monyet",0,comment
2025-08-23T07:17:49Z,@andichou88,kok satpam ny tobrut anjir,0,comment
2025-08-23T07:16:35Z,@Shadi435,Tinggal todong sama ak-47 apa susahnya,0,comment
2025-08-23T07:14:48Z,@Shadi435,Anjir ada ak-47 sama M4😂😂😂,0,comment
2025-08-23T07:10:49Z,@NajwadwiHidayat,Anjeng kontras kali wkwkwkw,0,comment
2025-08-23T07:08:16Z,@eshaauliaa11,SELESAI GAK SELESAI KUMPUL  🗣️🗣️🔥🔥🔥,0,comment
2025-08-23T07:05:28Z,@Rehantzy3,what is that the sound birds??? <br>monkey sounds? 😂😂😂,0,comment
2025-08-23T07:00:08Z,@ArzzsChannel-n4n,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=51"">0:51</a> itu kan mereka lewat pasar kenapa gak beli dipasar aja😭",0,comment
2025-08-23T06:55:47Z,@DanilHidayat-b8h,Murid2 selesai gak selesai harus di kumpulkan,0,comment
2025-08-23T06:47:36Z,@Piwhalee_Pinwheelie,beli bendera saja wkwkwkwkwkwk,0,comment
2025-08-23T06:46:26Z,@MNT_rcl,Aduh kebelet eek hahah😂,0,comment
2025-08-23T06:33:55Z,@Bot-lp4vf,Burung suara monyet bilangnya kaka tua warnanya macau trus pas terbang suara burung dara apan si anjing ga jelas kontol,0,comment
2025-08-23T06:33:35Z,@deryramadhans.m3827,Mending Editor Indosiar,0,comment
2025-08-23T06:26:08Z,@RideVenture88,Burung tapi suaranya monyet check😭😭,0,comment
2025-08-23T06:17:12Z,@LancouuuP,Kocak😅😅😅,0,comment
2025-08-23T06:16:43Z,@alan_vamos23,Gimana mau dicap sebagai Film Animasi karya Anak Bangsa jika Kualitasnya malah seperti ini??. 🫤<br><br>Takutnya dijadikan kualitas buruk itu semua project nya.,0,comment
2025-08-23T06:10:16Z,@aidilhaikal2501,Buruk nya 😂😂😂,0,comment
2025-08-23T06:04:12Z,@AliArham-k9d,Waduh parah ini😅,0,comment
2025-08-23T06:03:31Z,@DonaOlivia-d1q,Kan tadi kan lewat pasar kenapa nggak beli di pasar aja,0,comment
2025-08-23T06:02:57Z,@drijfgf,Omgggg ini kartun terbaik lebih bagus grafik kartun ini dari pada yang ada di Poto profil ku😅😅🧢🧢🧢🗿🗿,0,comment
2025-08-23T05:57:25Z,@TungTungSahurKW,awas kanjut,0,comment
2025-08-23T05:48:50Z,@khairulnizam237,Ada senjata cok,0,comment
2025-08-23T05:48:01Z,@ALMASSEIRAN,Mereka lewat pasar kenapa gak beli aja tu bendera sana 🗿,0,comment
2025-08-23T05:43:19Z,@Korizen_keyla151,Film ya jelek masa burung suara monyet 🗿,0,comment
2025-08-23T05:39:04Z,@Rizwan-e9r5n,Ayuhan t buta oge,0,comment
2025-08-23T05:37:16Z,@Jun20604,Mana lagunya pake Ai lagi😂,0,comment
2025-08-23T05:29:54Z,@kikyrynz1156,spam like 👎,0,comment
2025-08-23T05:28:44Z,@DarkCacaoYT,"BETA BUKA GUDANG, ANGGARANNYA HILANG 🔥🗣🗣🗣🔥🔥🗣🔥🗣🔥🗣🔥🔥",3,comment
2025-08-24T15:09:08Z,@RuryAfriadi,BETA BUKA GUDANG BENDERANYA HILANG!!!🔥🔥🔥🔥🔥🔥😾😾😾😾‼️‼️‼️,0,reply
2025-08-23T05:24:32Z,@SyafaAzzahra-f7n,Lah burung ditempat kucing suara ayam lah,0,comment
2025-08-23T05:18:44Z,@zulfikarponamon9047,"Film tai habisin 6,7m grafik kek game tetris,bgusan grafik vidio cocomelon bjirr😂",0,comment
2025-08-23T05:12:59Z,@ytclown5050,𝘉𝘶𝘳𝘶𝘯𝘨 𝘴𝘶𝘢𝘳𝘢𝘯𝘺𝘢 𝘮𝘰𝘯𝘺𝘦𝘵 𝘸𝘬𝘸𝘬𝘸𝘬,0,comment
2025-08-23T05:11:19Z,@claudiaaulia26,Yakin 6 miliar kek gini😂😂😂,0,comment
2025-08-23T05:09:54Z,@Deli-r5m,😢,0,comment
2025-08-23T04:54:28Z,@rustikay6818,Masi bagusan kartun cerita dancau dulu 😢,0,comment
2025-08-23T04:52:23Z,@AuroraLatisha.k.L,ada marsha woilah 💔,0,comment
2025-08-23T04:40:40Z,@SahakBakar-d1e,karakter burik pixel 144p,0,comment
2025-08-23T04:40:01Z,@KaylaPutri-h1h,Ini film burik,0,comment
2025-08-23T04:39:09Z,@hikal9840,Prindavan,0,comment
2025-08-23T04:38:31Z,@SahakBakar-d1e,harus dibuang dari bioskop,0,comment
2025-08-23T04:37:56Z,@musikkeren7775,PGN muntah liat judulnya dan animasinya,0,comment
2025-08-23T04:37:51Z,@SahakBakar-d1e,"asli burik bener filmnya tapi badgetnya sampe 6,7 miliyar gilak",0,comment
2025-08-23T04:37:35Z,@dijonsaputra7556,Lol fr😂😂😂,0,comment
2025-08-23T04:36:52Z,@aku00324,Animasi apa ini cok,0,comment
2025-08-23T04:33:34Z,@Eppeeeep,Halah,0,comment
2025-08-23T04:30:04Z,@KENZZ._.V4NS,"Lewat pasar bukannya beli, malah bolang",0,comment
2025-08-23T04:29:18Z,@KENZZ._.V4NS,"Sakit mata gua liat trailer ny, kartun ini bagus sih, kalo di jaman 1980,malu bet gua tinggal di Konoha, buat animasi jelek bgt kek gini, biaya 6,7 miliyar cuman gini doang, pembuatan nya cuman sampe 1/3 bulan doang, Jumbo aja pembuatan animasi nya 5 tahun, manding nih animasi ilang aja dari Indonesia, gua sih masih mending nonton keluarga pak Somat, atau adit sopo jarwo, lebih smooth, dan gak bikin sakit mata, lah ini, bikin mata gua sakit anjirr",0,comment
2025-08-23T04:09:01Z,@GIODANKU,Film apa ini wok,1,comment
2025-08-23T03:47:42Z,@WiarNo-h7g,😂😂😂,0,comment
2025-08-23T03:30:19Z,@gabrielturwin3168,Iuhhhhh jijay,0,comment
2025-08-23T03:30:04Z,@ztpride2315,"2025 masih ada Animasi grafik Majapahit gini dahh😅🤣,Animasi Little krisna lebih baik DRI inj",2,comment
2025-08-23T03:25:35Z,@zikri..7819,Mata bisa rusak liat grafiknya 😂,0,comment
2025-08-23T03:17:41Z,@AbabilIjielani,Grafik bikin sakit mata Beta buka gudang benderanya hilang😭😭,0,comment
2025-08-23T03:13:03Z,@Oktafian-tm3og,mending adit sopo jarwo dari pada ini bikin sakit mata,1,comment
2025-08-23T03:12:16Z,@quatum-tl3ry,jelek bangett,0,comment
2025-08-23T03:06:43Z,@OmarShiddiq-yox2e,67miliar grafik jelek dan film terjelek aku tonton,0,comment
2025-08-23T03:05:19Z,@predianwinata4548,"Diliat dari dekat dari jauh, dari depan dari belakang, dari kiri dari kanan, dari atas dari bawah.. Sama aja neh film..",0,comment
2025-08-23T03:04:57Z,@TiakCantik-d9r,"bikin sakit mata<a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a>",0,comment
2025-08-23T02:57:50Z,@alvaro-no2ms,"tolong produser, sutradara dan all team kreatif Jumbo mau berbagi dan ngajari produser&amp; tim Merah Putih One for All yaa...biar persaingan Industri film di Indonesia lebih sehat dan lebih baik lagi. Jangan cuma ingin kebaikan sendiri terutama mas Ryan Ardhiandy",30,comment
2025-08-26T13:55:49Z,@dittapermata4354,Itu animator ny dikasih waktu 2 hri y iylah kyk gitu bang 💔,0,reply
2025-08-23T02:56:02Z,@ariatamayustisia,Dan ada ak 47,0,comment
2025-08-23T02:52:25Z,@leopratamansyah,wajib tayang di situs por* hub,0,comment
2025-08-23T02:51:34Z,@danangedukasi5589,Halo kpk,0,comment
2025-08-23T02:50:44Z,@leopratamansyah,"gila keren bangettt,bangga gua jadi orang indonesia👏👏",0,comment
2025-08-23T02:44:28Z,@mhmmdyahya8463,Sakit mata,0,comment
2025-08-23T02:44:26Z,@SamsungBaru-f8l,Pusing bgt nontonnya,0,comment
2025-08-23T02:43:02Z,@dickydrev,RA GUDAL AWOKAWOAKWAOWK JELEK COKKKK AHAHAHAHA,0,comment
2025-08-23T02:42:56Z,@KHUTBATT,IDIOT,0,comment
2025-08-23T02:40:41Z,@exbarsilambi2757,Tolong buat aku lupa klo indonesia pernah bangga dg kartun ini ya Tuhan.. aku malu.. aku malu,0,comment
2025-08-23T02:24:44Z,@nadirahzakiyya7655,"awalnya aku sempat ingin mengejek riki rhino, tapi habis lihat ini aku jadi makin sayang sama film riki rhino 🙂",0,comment
2025-08-23T02:23:46Z,@taste24,Jelekbanget,0,comment
2025-08-23T02:21:14Z,@freeabisjunior9035,film tai,0,comment
2025-08-23T02:18:46Z,@aldi07007,"maksain grafik kali ini ,duitnya di habiskan di konsumsi ya mas 😂😂",0,comment
2025-08-23T02:12:02Z,@azzahraara_56,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=115"">1:55</a> lah kenapa harus di singkat sih yang nya emang se sulit itu kah sampe di singkat yg 😹😹😹",0,comment
2025-08-23T02:07:30Z,@ApriYani-j9z,😂😂😂😂😂😂😂😂😂 Sumpah gue merinding amat,0,comment
2025-08-23T02:00:12Z,@lesleylesley7736,Sutradara gigi nya rusak wajar animasi nya juga rusak🤣,0,comment
2025-08-23T00:55:53Z,@nothing_true,<b>ooh ternyata ini yg BUANG2 ANGGARAN NEGARA dengan kualitas gak lebih baik daripada 16bit 🎉</b>,0,comment
2025-08-23T00:49:19Z,@Kamprett-o1y,Kayak tai,0,comment
2025-08-23T00:25:10Z,@EvensiusTaro,Mending gak usah tayangg,0,comment
2025-08-23T00:21:06Z,@revanfujimaulana944,"APAAN IMI ANJ,, ANIMASI KOK GINI 🤣🤣",0,comment
2025-08-23T00:13:07Z,@wuowuowuowuo,"fontnya jelek banget. ngga sih, semuanya jelek. 😞",1,comment
2025-08-23T01:57:34Z,@PadokRusep,jelek semua !! masa&#39; anggaran dgn jumlah milyaran dpet animasi kek taik anjirrrr...,0,reply
2025-08-23T00:12:26Z,@harisusanto480,"2025 kaya film 90 an ,,, fix buat dikoruppppp",0,comment
2025-08-22T23:39:14Z,@agneslaurensia2571,"brightnessnyaa trlalu terang amatt, smpai ngeliat aja sakitt",0,comment
2025-08-22T23:25:45Z,@delfinagusman4123,jelek banget suara ny jelek,0,comment
2025-08-22T23:24:39Z,@linnp-v7v,ada senjata  di. gudang,0,comment
2025-08-22T23:24:27Z,@DinovanachmadPrakasa,Film tuolollll,0,comment
2025-08-22T23:19:03Z,@ativaroyalty,Usahkan berbayar bg tgk free pon tak sudi 😂😂😂😂😂,0,comment
2025-08-22T23:09:16Z,@hammadnasibur8690,klo benderanya ilang kan bisa beli lagi😂,0,comment
2025-08-22T21:47:56Z,@DeatH2DaIDF,Level sampah. Ini ke ngomong animasi bikin Malaysia ketar ketir?,1,comment
2025-08-22T19:54:46Z,@harischikal3564,"Padahal ada film animaci yang jauh lebih bagus dari ini , karya anak bangsa<br><br>Ini paling buric film animaci",0,comment
2025-08-22T19:07:25Z,@kangDinn05,Kayak nya lebih bagus animasi nya dhot design 😅,0,comment
2025-08-22T18:31:24Z,@SyamsulBahri-y3o,Graphic udah kek game ps2 bjirr😂😂😂😂😂😂😂😂,0,comment
2025-08-22T17:10:53Z,@U-A-FTAUTTPTAYFGAATZNTTPTUTTD,Yang Aku Bilang Itu: It&#39;s The Biggest Missed Opportunity.,0,comment
2025-08-22T17:00:13Z,@DwiYaraBagusMahisaPutra,masi bagusan grafik epep,0,comment
2025-08-22T16:46:43Z,@AkulaSeven,apa ini dawg💔✌️,0,comment
2025-08-22T16:38:24Z,@ahmadkoncara,Jelek banget film-nya,0,comment
2025-08-22T16:03:20Z,@RafaellinoRafaellinoDwiO-pp1tr,DANCOKKKKK DANCOK,0,comment
2025-08-22T16:01:35Z,@ashrofulikhzam148,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=45"">0:45</a> aduh kebelet eek 🤣🤣🤣🤣",0,comment
2025-08-22T16:00:40Z,@TriGatraIskandar,handeh,0,comment
2025-08-22T15:55:24Z,@Fallen-x4t,Film yang konsepnya Selesai Gak selesai Dikumpulin💀,0,comment
2025-08-22T15:38:05Z,@brokek6545,nonton full nya bagus,0,comment
2025-08-22T15:37:33Z,@rahmadkenzi2532,Gudang nya macam gudang kartel,0,comment
2025-08-22T15:36:59Z,@HrmnnFyrmnsyhh,Mending dhot design dah,0,comment
2025-08-22T15:36:40Z,@RfDaop8MLG1132,MEREKA UDH JELAS JELAS LEWAT PASAR WOIIII 😭😭😭😭,0,comment
2025-08-22T15:34:22Z,@RfDaop8MLG1132,The real Menuju Indonesia cemas 2025🗿🗿,0,comment
2025-08-22T15:32:38Z,@diaz01gaming75,film goblok,0,comment
2025-08-22T15:27:39Z,@terrorblade251,Wkwkkwkwkw ini yg dikata setara upin ipin?,1,comment
2025-08-22T15:27:00Z,@dutaflikerv6796,"beta buka gudang, muka dia hilang",0,comment
2025-08-22T15:13:09Z,@kontolan2881,Udah sya ubah ke 1080p msih burik anjir,0,comment
2025-08-22T15:12:19Z,@kontolan2881,Film garapan pemerintah ter korup selama ini,0,comment
2025-08-22T15:11:07Z,@velinanagustinaa,kyk serial rtv gini yak,0,comment
2025-08-22T15:10:13Z,@anitaa4074,"disandingin sama demon slayer ya kalah,grafiknya aja begini😂😂😂😂",0,comment
2025-08-22T14:52:25Z,@EvinYulianto-v4c,animasi buat tugas sekolah. masuk biskop karena embel embel merah putih dan pas hari kemerdekaan doang wkwk. anak SMK jurusan animasi keknya animasinya ga kek gini wkwk,0,comment
2025-08-22T14:45:18Z,@Yanto_creatorshort6616,Satpam nya tobrut suara burung jadi suara monyet,0,comment
2025-08-22T14:43:19Z,@Ervan322,Malaysia mau claim GK sih,0,comment
2025-08-22T14:37:52Z,@charizard_gaming-g4m,Gudang kartel,0,comment
2025-08-22T14:34:13Z,@SamsulSmb,Grafik bosok,0,comment
2025-08-22T14:34:03Z,@frost_ranfi-267,Suara burung jadi suara monyet ini flim paling jelek di indonesia😂😂😂,1,comment
2025-08-22T14:21:39Z,@ZXvelss,grafik flim bokep,0,comment
2025-08-22T14:19:27Z,@Awanjr-t1w,Anjijng mata gw sakit,0,comment
2025-08-22T14:08:42Z,@papoy706,Ајg saking jeleknya ampe menghibur ngеntod,0,comment
2025-08-22T14:01:53Z,@RenzuYukitsuki,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=83"">1:23</a> ular green screen",0,comment
2025-08-22T13:46:21Z,@bonektech,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=73"">1:13</a> grafik game downhill ps2",0,comment
2025-08-22T13:44:54Z,@LexyPhone-x8h,Suara burung nya monyt,0,comment
2025-08-22T13:44:45Z,@HITAMDANGAGAH,Ini tahun 2025 bukan tahun 2011,0,comment
2025-08-22T13:44:26Z,@edpersona_l,NETHERLANDS PLEASE COLONIZE US AGAIN  AND SAVE US FROM THIS 🙏🙏🙏🙏🙏,1,comment
2025-08-22T13:43:54Z,@LexyPhone-x8h,Ada marsiya,0,comment
2025-08-22T13:34:02Z,@Baneineiwardisreal,Holi shyt sampai dalam hutan nyari bendera 😴✌️,0,comment
2025-08-22T13:22:32Z,@hi-js6vh,buruknya,0,comment
2025-08-22T13:20:55Z,@KadekPariyatna-c7y,Ini mah 8 bit burikk oriii,0,comment
2025-08-22T13:19:05Z,@samuelwang6674,goblok,0,comment
2025-08-22T13:16:30Z,@DanipunyaLah,hati hati aduh 😂,0,comment
2025-08-22T13:04:43Z,@AlkiBiansyah,Kayaknya pembuatannya kagak niat jirrrrrrrrtt  🗿🗿🗿🗿🗿🗿,0,comment
2025-08-22T13:04:04Z,@NatsirNatsir-j6q,Suara burung nya aga lain,0,comment
2025-08-22T13:02:29Z,@Dedesaputra-g5z,cokkk mata gw jadi sakit lihat ini,2,comment
2025-08-22T13:00:33Z,@nanangsuhairi8790,Ada burung suaranya monyet...!! Ini yg bikin kartun longor...,0,comment
2025-08-22T12:57:24Z,@SamSeoul-s4x,Sudi amat nonton film beginian di bioskop 😢,0,comment
2025-08-22T12:48:37Z,@EmbunCrp,Pusing liatnya,0,comment
2025-08-22T12:39:20Z,@ferrijuhul,ahhh malu aja sama negara malaysia.. aduhh,0,comment
2025-08-22T12:37:59Z,@ElnathanWijaya,Film sampah,0,comment
2025-08-22T12:36:14Z,@alialbar4157,Film tahun berapa ini?😂😂,0,comment
2025-08-22T12:32:43Z,@MuhammadFaris-p4x,Ajg nih film malu maluin aja di film harus nya tuh kayak jumbo lah burik bangaet sepanjang masa😢,0,comment
2025-08-22T12:31:05Z,@GoodTime12-p5i,Woi di gudang nya kok ada emfor sama ak47 gimana ni owner nya,0,comment
2025-08-22T12:30:12Z,@GoodTime12-p5i,"Dana 6,5m masa SE burik ini",0,comment
2025-08-22T12:27:25Z,@wamusa665,Cari bendera yang adanya pistol,0,comment
2025-08-22T12:18:23Z,@AdamFawzi,Bagusan grafik resident evil ps 1,0,comment
2025-08-22T12:09:25Z,@TaufikAlamsyah-h7y,Bikin sakit mata,0,comment
2025-08-22T12:08:43Z,@Foyapasih,Bagusan skibidi toilet dari pada ini,1,comment
2025-08-22T12:04:35Z,@loadspeaker8819,ini serius?,0,comment
2025-08-22T11:56:08Z,@DiegoAlfares-k6d,Gk jelas,0,comment
2025-08-22T11:48:26Z,@isdeandra,Jelek betul gerafik nya aku gk suka semua nya aku kira bangus eh malah jelek,0,comment
2025-08-22T11:43:15Z,@HasanabretHasan,film burik gerapik jelek ihh jiji 👎👎,0,comment
2025-08-22T11:42:27Z,@bct.7isbhsb,pakde husna,0,comment
2025-08-22T11:35:31Z,@RealGorePhasesAreTrash,Lebih parah dari A Serbian Film,0,comment
2025-08-22T11:24:09Z,@biawak-n7,Film ini jelek parah,0,comment
2025-08-22T11:23:32Z,@biawak-n7,film nya buric,0,comment
2025-08-22T11:23:13Z,@biawak-n7,Suara burung nya kayak monyet,0,comment
2025-08-22T11:21:48Z,@abababilnaf,Selesai gak selesai dikumpulkan ahh🤓☝,0,comment
2025-08-22T11:20:16Z,@okayyt3658,kenapa gak beli bendera baru aja brochaco? 🥀,0,comment
2025-08-22T11:13:32Z,@NoahGanteng,ada kah burung suara monyed,0,comment
2025-08-22T11:01:44Z,@sitithoifah322,Itu burung atau kera,0,comment
2025-08-22T10:57:39Z,@Surabayajay,Lebih bagus mie pink dari pada ini😂,0,comment
2025-08-22T10:57:23Z,@Ayub_tingting,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=17"">0:17</a> itu ibu ibu leher nya kecil banget 😂",0,comment
2025-08-22T10:55:55Z,@AsepSukrya,Easter egg 1ak-47 2 pantat keliatan 3 orang melayang  <br>4 kaki tembus telinga 5 jatuh sebelah kiri muncul ditengah <br>6 suara burung kaya monyet,0,comment
2025-08-22T10:53:54Z,@riko225,Burik banget animasinya jelek ga singkron,0,comment
2025-08-22T10:51:24Z,@zizmiqorisyaefullah676,Animasi indonesia cemas burik bikin mata sakit baru nonton trailernya,0,comment
2025-08-22T10:39:28Z,@Ekam4K,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=54"">0:54</a> berhenti jangan lanjut😝😝😝",0,comment
2025-08-22T10:38:55Z,@Originalbc177,Grafiknya jelek,1,comment
2025-08-22T10:38:05Z,@Muhammadzhakul,Masi bagus grafik GTA 5 😂,0,comment
2025-08-22T10:36:35Z,@aoe5919,KALAU FILM INI JADI TAYANG DI BIOSKOP. BAKAL HANCUR NIH CITRA ANIMASI INDONESIA. ADUH ADUH,0,comment
2025-08-22T10:33:04Z,@alifinadry_6038,"Siapa creatornya enihhhh, perasaan animator anak bangsa banyak yang bagus karyanya😂😂😂budget 6,7M enih?",0,comment
2025-08-22T10:23:55Z,@NaraSherko,my poorly made blender models are better than this shi,0,comment
2025-08-22T10:18:07Z,@Hilmi-z7g,"Hueeeekk🤮 film apa ini udah grafik burik g ada ekspresi,suara burung di ganti suara monyet,digudang ada ak47,nyari bendera lewat pasar kan tinggal di beli,terus karakter nya ngambil dari luar negeri,posternya ditempel doang<br><br>Udah segitu aja dulu kekurangan dari film ini🗿",0,comment
2025-08-22T10:05:01Z,@AbunawasKhowas,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=89"">1:29</a> Burung suaranya normal jirrr😂",0,comment
2025-08-22T10:01:48Z,@AbunawasKhowas,Waw bagus banget😂,0,comment
2025-08-22T10:00:23Z,@vaa_chans,Satpam nya tobrut,0,comment
2025-08-22T09:59:07Z,@21nedtla,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=19"">0:19</a> bilang apa tadi",0,comment
2025-08-22T09:48:10Z,@Kimmy_lilyya,"6,7 milyar bikin mata sakit anj",0,comment
2025-08-22T09:47:56Z,@TidakDiKetahui-q1e,Burung tapi suaranya monyet😂😂😂,0,comment
2025-08-22T09:33:31Z,@MagikaEndul-w7i5g,Bendera tinggal beli bjir,0,comment
2025-08-22T09:29:58Z,@Sahabat_DariDaop1,"6.7 miliar habis cuman buat ini animasi? Bahkan akur ceritahya yang kepasar tidak membeli b3nderanya kembali, kata hati2 nya juga terlalu banyak, ekspresi, gerakan terlalu kaku",0,comment
2025-08-22T09:29:33Z,@hernawanjambe,Baguss banget film nya setara banget sama 100miliar😂😢😅😂😂😢😮😅,0,comment
